,image_id,method,N_0,mu,R2,medium
91,999,length,36.86388388951929,0.6855373084566218,0.9994126250526156,Citrat-MOPS
92,1000,colony,9645.405427664537,0.6778918635061084,0.9998179346396,Citrat-MOPS
93,1000,count,21.747526354856667,0.6858620512509795,0.9982998667615128,Citrat-MOPS
94,1000,area,59.62381318469511,0.6786790315318769,0.9992367559290234,Citrat-MOPS
95,1000,length,64.42412562270839,0.6895563986394578,0.999197143493628,Citrat-MOPS
96,1001,colony,7281.717791142128,0.728459451015484,0.9997287777633892,Citrat-MOPS
97,1001,count,15.29661126760248,0.7508585160275658,0.995875879747521,Citrat-MOPS
98,1001,area,45.59722712936063,0.7260588310118233,0.9996450729031982,Citrat-MOPS
99,1001,length,47.63574948418896,0.743213557258235,0.9995819654286788,Citrat-MOPS
100,1003,colony,7085.351915419591,0.6950140942533641,0.999749570664895,Citrat-MOPS
101,1003,count,14.791164805330297,0.7170528921038737,0.9969348810794146,Citrat-MOPS
102,1003,area,44.10201007020725,0.689073461114873,0.9993907845910912,Citrat-MOPS
103,1003,length,46.21642002627403,0.7074281738642478,0.9993998184027568,Citrat-MOPS
104,1004,colony,2577.0766030721707,0.7321694780675638,0.9986546316813568,Citrat-MOPS
105,1004,count,5.389209270307265,0.7544671053820028,0.9943427068257222,Citrat-MOPS
106,1004,area,16.421282245065825,0.7200187833677484,0.996709602141432,Citrat-MOPS
107,1004,length,18.53836725451397,0.7157416246547267,0.992122597386444,Citrat-MOPS
108,1018,colony,4181.249367480711,0.7870652240624388,0.9994285613268532,Citrat-MOPS
109,1018,count,8.761765730014522,0.8101292953013383,0.9988323462337046,Citrat-MOPS
110,1018,area,26.233936902536595,0.7831237782367217,0.9997959852724684,Citrat-MOPS
111,1018,length,27.651220838588905,0.7975230619651061,0.9998672899766204,Citrat-MOPS
112,1006,colony,2618.117447968571,0.700139308042262,0.9991247520398032,Citrat-MOPS
113,1006,count,5.977882834979663,0.6872274454918583,0.9862607605753508,Citrat-MOPS
114,1006,area,16.849557382687948,0.683426955612501,0.9979006745901612,Citrat-MOPS
115,1006,length,21.38014835232099,0.6423165743087897,0.9896259030784772,Citrat-MOPS
116,1008,colony,1708.1327021166978,0.7913773289885012,0.9930583676854298,Citrat-MOPS
117,1008,count,4.755063259420536,0.7533843799231087,0.9802818638673084,Citrat-MOPS
118,1008,area,11.532149769807308,0.7651096592362073,0.9892637423453764,Citrat-MOPS
119,1008,length,13.991731646539389,0.740026331676625,0.977388789872176,Citrat-MOPS
120,1010,colony,1909.0182008936815,0.8255238420516989,0.9987750644806676,Citrat-MOPS
121,1010,count,4.086238095240202,0.8650557725609694,0.9960435833046338,Citrat-MOPS
122,1010,area,11.56205866458793,0.8331553609158178,0.9987839441634888,Citrat-MOPS
123,1010,length,12.840948910348144,0.8418063800621706,0.99876860193059,Citrat-MOPS
124,1012,colony,4274.837582697795,0.7969226937810393,0.9989753160968928,Citrat-MOPS
125,1012,count,8.609506885912275,0.8516690538472615,0.9961535175934264,Citrat-MOPS
126,1012,area,25.484103040728176,0.8109259156099631,0.9992775685786592,Citrat-MOPS
127,1012,length,27.79661081777751,0.8199699313600441,0.9994064074481372,Citrat-MOPS
128,1014,colony,3023.385402023697,0.775998692218199,0.9983757066793274,Citrat-MOPS
129,1014,count,6.654085984728069,0.7906597199007388,0.9956563860452454,Citrat-MOPS
130,1014,area,19.553050742754586,0.7633254873836035,0.999635385667616,Citrat-MOPS
131,1014,length,20.258633419990343,0.7853991835728086,0.9994416305821584,Citrat-MOPS
132,1016,colony,3041.791727681817,0.7191658865300071,0.9991804584787304,Citrat-MOPS
133,1016,count,6.425717954989266,0.7450310292534289,0.993902426175361,Citrat-MOPS
134,1016,area,19.07707697308156,0.7091347001058139,0.9992987307927024,Citrat-MOPS
135,1016,length,20.31191592096948,0.7283660118989599,0.9996948102104004,Citrat-MOPS
136,1020,colony,3722.153616350904,0.7488604745537804,0.998385752831062,Citrat-MOPS
137,1020,count,7.932170005676181,0.7819445191803779,0.9937785607146384,Citrat-MOPS
138,1020,area,22.97888216537547,0.7483476440972103,0.9972233871373372,Citrat-MOPS
139,1020,length,24.66499302422946,0.763774153035925,0.9975418383887878,Citrat-MOPS
140,1022,colony,3405.050177703185,0.8172095004397512,0.992820097154432,Citrat-MOPS
141,1022,count,7.93260835821051,0.8165425565788028,0.9991579243875576,Citrat-MOPS
142,1022,area,22.090615820007663,0.8052441062706318,0.997816037079612,Citrat-MOPS
143,1022,length,23.018662701196188,0.8237578730466246,0.9984248113830936,Citrat-MOPS
144,1024,colony,2291.035957330074,0.7616572036529806,0.9936905039777816,Citrat-MOPS
145,1024,count,5.260441929603863,0.7683948079598459,0.9932836191849616,Citrat-MOPS
146,1024,area,14.611636815357183,0.7535338283273966,0.9979057763867024,Citrat-MOPS
147,1024,length,15.72687466761585,0.7672815577085869,0.9983434331939394,Citrat-MOPS
148,1032,colony,5813.441225853377,0.768496868299273,0.9993990785190594,Citrat-MOPS
149,1032,count,12.737700298110584,0.7871811783829298,0.9988393971663492,Citrat-MOPS
150,1032,area,35.79307186674513,0.7630389646170677,0.99993988911321,Citrat-MOPS
151,1032,length,39.55406543083861,0.7736565742381591,0.9999391991742748,Citrat-MOPS
152,1026,colony,3834.759559046498,0.707188716445369,0.9993302598129864,Citrat-MOPS
153,1026,count,7.88452022976904,0.7437056889189667,0.986753496047682,Citrat-MOPS
154,1026,area,23.362513287461507,0.7115744039190366,0.9996995801996428,Citrat-MOPS
155,1026,length,25.488816642323894,0.7240617870419612,0.9994859330308944,Citrat-MOPS
156,1028,colony,2648.267194275899,0.7015269234519527,0.9953568790555404,Citrat-MOPS
157,1028,count,5.944561398094493,0.7116045330946348,0.9929916438165995,Citrat-MOPS
158,1028,area,16.594458607807077,0.6899521159640175,0.9994809166705224,Citrat-MOPS
159,1028,length,19.046279508702803,0.6852782692512236,0.997368736475646,Citrat-MOPS
160,1030,colony,2955.2229221511398,0.7019470988412381,0.9998375729778888,Citrat-MOPS
161,1030,count,6.506028864845544,0.7101969746586311,0.9991234467819766,Citrat-MOPS
162,1030,area,18.47246876029233,0.6982724502733214,0.9987941032943513,Citrat-MOPS
163,1030,length,20.206828241797357,0.7024335879412706,0.9993968625626988,Citrat-MOPS
164,1034,colony,1781.706942303563,0.6869172989115351,0.998104410477672,Citrat-MOPS
165,1034,count,3.5941739817141447,0.730994819509881,0.9943492653187432,Citrat-MOPS
166,1034,area,11.151625666159816,0.6870720088923826,0.9987986853010786,Citrat-MOPS
167,1034,length,11.66942434269078,0.6983490672153455,0.999143140029922,Citrat-MOPS
168,1036,colony,2805.848997539324,0.7115944579782515,0.9991720801425392,Citrat-MOPS
169,1036,count,5.767002114431266,0.7466814276439181,0.9978797690646832,Citrat-MOPS
170,1036,area,17.68266537728869,0.7099346412316879,0.999539317333983,Citrat-MOPS
171,1036,length,18.464576373567528,0.7294437393900174,0.9996773004720172,Citrat-MOPS
172,1038,colony,2735.051128344338,0.7160092591053834,0.995833636867798,Citrat-MOPS
173,1038,count,6.050944446041156,0.7213584254912736,0.9970151798071772,Citrat-MOPS
174,1038,area,17.674042735509122,0.6986597945561884,0.999876294524422,Citrat-MOPS
175,1038,length,18.76365961495856,0.7126178935401957,0.999876407188696,Citrat-MOPS
176,1041,colony,4309.4436527727385,0.7179505368254857,0.9996274802749208,Citrat-MOPS
177,1041,count,8.959235951743954,0.7633967657657671,0.9991399534894282,Citrat-MOPS
178,1041,area,26.8481629470146,0.7186060590696781,0.998867526739306,Citrat-MOPS
179,1041,length,28.44700348968611,0.7385100842394213,0.9994069619771686,Citrat-MOPS
180,1043,colony,2843.634200301073,0.668017987287298,0.999311350228278,Citrat-MOPS
181,1043,count,6.910307979796719,0.6563544970055633,0.9853457786019858,Citrat-MOPS
182,1043,area,17.389657697943612,0.6588566638411074,0.9976285995678016,Citrat-MOPS
183,1043,length,25.541058202121107,0.5946209882642834,0.9876108676052996,Citrat-MOPS
184,1059,colony,3177.9828455176225,0.6992389390906312,0.9986806454307824,Citrat-MOPS
185,1059,count,6.341400852549832,0.7503666794188665,0.994207318590053,Citrat-MOPS
186,1059,area,19.30687766862781,0.7070889711252193,0.998474734879095,Citrat-MOPS
187,1059,length,20.2654470022751,0.7312164567859948,0.9984876445860325,Citrat-MOPS
188,1045,colony,1953.1491510578617,0.6571665065554867,0.9939011089951776,Citrat-MOPS
189,1045,count,4.6592043362326105,0.6163031080238578,0.9526649334922446,Citrat-MOPS
190,1045,area,12.944239683069776,0.6387499897775504,0.9871140276131622,Citrat-MOPS
191,1045,length,15.96367704806801,0.5895358881840571,0.9557851172737506,Citrat-MOPS
192,1048,colony,6402.677533170429,0.7193208244993378,0.9997741801484424,Citrat-MOPS
193,1048,count,13.470378492902915,0.7566540750027505,0.9987216259461352,Citrat-MOPS
194,1048,area,38.53836175770379,0.7353263776318845,0.9988570251536998,Citrat-MOPS
195,1048,length,41.99940885557364,0.7396851853199098,0.9991172226418784,Citrat-MOPS
196,1052,colony,2496.207861819318,0.6630511363217313,0.9895723133775968,Citrat-MOPS
197,1052,count,6.667821561275668,0.6147113874959129,0.9702030601553794,Citrat-MOPS
198,1052,area,16.090244587412784,0.645389074545617,0.985616513750001,Citrat-MOPS
199,1052,length,20.22605925668013,0.6170344903124685,0.9781379527873636,Citrat-MOPS
200,1053,colony,2775.53432200622,0.7604204476115356,0.9988002960783464,Citrat-MOPS
201,1053,count,5.793224758406872,0.7950407285788371,0.995244012500543,Citrat-MOPS
202,1053,area,17.695817389969612,0.748098238801266,0.9995354071301926,Citrat-MOPS
203,1053,length,18.715304941087936,0.7651820165272435,0.9994947908669086,Citrat-MOPS
204,1056,colony,2262.859971231479,0.8151199736791909,0.9971430952056822,Citrat-MOPS
205,1056,count,5.106937272829693,0.8331976834391348,0.9940798074801768,Citrat-MOPS
206,1056,area,14.188657543443634,0.809913824278674,0.9985559649019796,Citrat-MOPS
207,1056,length,15.935460294649271,0.8123034880364742,0.9981112353498716,Citrat-MOPS
208,1062,colony,3885.482818914399,0.7018238773042139,0.99700231707645,Citrat-MOPS
209,1062,count,7.880429395118669,0.746129938786274,0.9942962108040612,Citrat-MOPS
210,1062,area,23.37721420875729,0.7142575375842141,0.9978168816101112,Citrat-MOPS
211,1062,length,24.70113125635236,0.7311194802697323,0.9981144091832324,Citrat-MOPS
212,1009,colony,1387.209465272433,0.7493126643599315,0.9991060183824998,Gluconate-MOPS
213,1009,count,2.6035789268580327,0.7892218369660204,0.99653132978278,Gluconate-MOPS
214,1009,area,8.945475133049761,0.7426066156039172,0.9989465226032552,Gluconate-MOPS
215,1009,length,8.503419401291392,0.7691696435354551,0.99953584902688,Gluconate-MOPS
216,1011,colony,1572.9193825189502,0.7372946564427797,0.9925933088406964,Gluconate-MOPS
217,1011,count,3.4436263794130464,0.7595299548977463,0.9981114909862286,Gluconate-MOPS
218,1011,area,9.362911905959033,0.7457926616488074,0.9971282600145782,Gluconate-MOPS
219,1011,length,9.961254200910348,0.7551851816755556,0.9984628755758592,Gluconate-MOPS
220,1013,colony,1870.6693318964303,0.8171287739023196,0.989273177829736,Gluconate-MOPS
221,1013,count,4.851377464959016,0.8149704016244967,0.9948509253552126,Gluconate-MOPS
222,1013,area,12.746098545392226,0.7916027136420118,0.9961552577032318,Gluconate-MOPS
223,1013,length,13.642409123213824,0.8047077646007073,0.9959841584620872,Gluconate-MOPS
224,1015,colony,1313.0759789054828,0.7351768208402836,0.999036671896153,Gluconate-MOPS
225,1015,count,2.265012070470962,0.7961397835175636,0.9984573235305602,Gluconate-MOPS
226,1015,area,8.008559367861718,0.7429339899678491,0.9997438026569798,Gluconate-MOPS
227,1015,length,7.70522400098299,0.7662953886051882,0.9996986237393428,Gluconate-MOPS
228,1017,colony,687.9704897570992,0.8196957224468319,0.9693059478581773,Gluconate-MOPS
229,1017,count,1.5213667611578017,0.8419296662692409,0.985261380013996,Gluconate-MOPS
230,1017,area,4.430778306722831,0.815488420063297,0.9835944936533229,Gluconate-MOPS
231,1017,length,4.549041963432342,0.8298180741327064,0.98573504041311,Gluconate-MOPS
232,1019,colony,1432.9421046521684,0.7950293947864339,0.9973159397081626,Gluconate-MOPS
233,1019,count,2.7821202213690843,0.8296706246016804,0.9963084619620112,Gluconate-MOPS
234,1019,area,9.803606891168156,0.773867797156415,0.9992035257117966,Gluconate-MOPS
235,1019,length,9.389148713169297,0.8011264499076434,0.9986758889028602,Gluconate-MOPS
236,1021,colony,1148.6413742039072,0.7248043184367654,0.994260380318158,Gluconate-MOPS
237,1021,count,2.074745776576012,0.78202743112703,0.9971355320461864,Gluconate-MOPS
238,1021,area,6.789842421259032,0.7356201674195333,0.9985224989637044,Gluconate-MOPS
239,1021,length,6.878324112844045,0.753350765484592,0.9987280715751096,Gluconate-MOPS
240,1023,colony,1258.791465257384,0.7115578805531072,0.9985610873457637,Gluconate-MOPS
241,1023,count,2.1333074205577742,0.7719382808490473,0.998973015035801,Gluconate-MOPS
242,1023,area,7.586211365677291,0.7194619659511723,0.99981694714069,Gluconate-MOPS
243,1023,length,7.355514949152279,0.7411900365357783,0.9997251562812424,Gluconate-MOPS
244,1025,colony,1346.0835647451054,0.7686317659064619,0.9968931039646082,Gluconate-MOPS
245,1025,count,2.450710850606729,0.8214020621058635,0.9986404471350308,Gluconate-MOPS
246,1025,area,8.782372064036617,0.7588681003452689,0.9992404247030064,Gluconate-MOPS
247,1025,length,8.419150100092448,0.7854014209573725,0.9997436151598824,Gluconate-MOPS
248,1027,colony,967.5611819215668,0.7898766966101163,0.9976779627362228,Gluconate-MOPS
249,1027,count,1.9690731687032963,0.8261235019496724,0.998897082734263,Gluconate-MOPS
250,1027,area,6.1973458789305855,0.7839317357372926,0.9994407712019294,Gluconate-MOPS
251,1027,length,6.841102820131407,0.7846562818732983,0.9974387047586905,Gluconate-MOPS
252,1029,colony,2510.2247936528875,0.7300400612640591,0.99912055067422,Gluconate-MOPS
253,1029,count,5.268349152086694,0.7686868951794765,0.9991120840055364,Gluconate-MOPS
254,1029,area,15.570719314483425,0.7276234430207642,0.9996467447205372,Gluconate-MOPS
255,1029,length,16.208147101010226,0.7462009148953219,0.9997250396566322,Gluconate-MOPS
256,1031,colony,918.8034413445636,0.7311599680646175,0.9983540283632892,Gluconate-MOPS
257,1031,count,1.943977787243492,0.7620390249130291,0.9986353851781408,Gluconate-MOPS
258,1031,area,5.933321270610623,0.7260437050605941,0.9982172944828828,Gluconate-MOPS
259,1031,length,5.799086532386848,0.7493265674286604,0.9993012264459982,Gluconate-MOPS
260,1033,colony,1049.5980383865096,0.7599285704918834,0.9997355826547716,Gluconate-MOPS
261,1033,count,1.921317890222991,0.8080638452022361,0.9991311824980212,Gluconate-MOPS
262,1033,area,6.309041888080026,0.7657580135626362,0.9990265080637674,Gluconate-MOPS
263,1033,length,6.275824820899342,0.7849489182705237,0.99992626690722,Gluconate-MOPS
264,1035,colony,1430.6524930314963,0.8047821480553906,0.99338349448519,Gluconate-MOPS
265,1035,count,2.9847134096575614,0.8404483332139991,0.9955561355487644,Gluconate-MOPS
266,1035,area,9.003367415348343,0.8030450941684132,0.9986788695049114,Gluconate-MOPS
267,1035,length,9.13607569741546,0.8220575595376364,0.9973938739742216,Gluconate-MOPS
268,1037,colony,1770.047111571669,0.7262740669203586,0.9909668731389608,Gluconate-MOPS
269,1037,count,3.667214407759764,0.7675620454511727,0.9932841396670724,Gluconate-MOPS
270,1037,area,11.016774052616006,0.7295519424513275,0.996261402058649,Gluconate-MOPS
271,1037,length,11.462063177370302,0.74461309322174,0.9954625192686486,Gluconate-MOPS
272,1040,colony,1349.451302806027,0.7569111872084878,0.9995698962601124,Gluconate-MOPS
273,1040,count,2.582286753215476,0.796892912612052,0.997684559767875,Gluconate-MOPS
274,1040,area,8.3629382520809,0.7588038725832388,0.9995150523824254,Gluconate-MOPS
275,1040,length,8.799431392974961,0.766807987912299,0.9994563784882152,Gluconate-MOPS
276,1044,colony,750.3517284976101,0.711058398135729,0.9928055613999786,Gluconate-MOPS
277,1044,count,1.3103363050218768,0.7571198559448351,0.9974573883380514,Gluconate-MOPS
278,1044,area,4.834106402439132,0.7101669636430278,0.9980349264211996,Gluconate-MOPS
279,1044,length,4.989548559692717,0.7183982979225335,0.999601411382367,Gluconate-MOPS
280,1046,colony,2026.0537031942415,0.7962377047659696,0.9974551139240247,Gluconate-MOPS
281,1046,count,3.984370676784548,0.8452929805653058,0.9989576348267332,Gluconate-MOPS
282,1046,area,12.69161781756092,0.7911708410110064,0.9995312408309304,Gluconate-MOPS
283,1046,length,12.924974985923786,0.8127457239549489,0.9996544620653498,Gluconate-MOPS
284,1049,colony,533.6841372843062,0.7523110548488376,0.9997616434854144,Gluconate-MOPS
285,1049,count,0.9310736992933908,0.8013429711352759,0.999030780420748,Gluconate-MOPS
286,1049,area,3.1702510942357685,0.7600946239866375,0.9995379431633956,Gluconate-MOPS
287,1049,length,3.2592439970623204,0.7717620441999888,0.999617696823382,Gluconate-MOPS
288,1060,colony,3463.6638163618263,0.7852869417398075,0.997588657342856,Gluconate-MOPS
289,1060,count,7.074835753345655,0.8188513498131378,0.9974620867487698,Gluconate-MOPS
290,1060,area,23.582180075792326,0.7573739692038878,0.9996357859134422,Gluconate-MOPS
291,1060,length,23.74887645401994,0.7806244015313687,0.9997821578176338,Gluconate-MOPS
292,1051,colony,4546.058056102653,0.7983397993402311,0.9909221812532816,Gluconate-MOPS
293,1051,count,9.801696254531658,0.8296076736435117,0.9939200476799444,Gluconate-MOPS
294,1051,area,29.596524333349457,0.783128818543082,0.9979096660151175,Gluconate-MOPS
295,1051,length,31.032094212020787,0.8006329679120744,0.9974508655060218,Gluconate-MOPS
296,1054,colony,2117.752594277479,0.8003633100274012,0.987715588851029,Gluconate-MOPS
297,1054,count,4.096405264909433,0.8485632586627523,0.9896038459773197,Gluconate-MOPS
298,1054,area,14.0416168524152,0.783884590494715,0.989976232280636,Gluconate-MOPS
299,1054,length,13.825010550137163,0.8106370561111625,0.9923209453701604,Gluconate-MOPS
300,1057,colony,4537.983062593476,0.8018299304181432,0.9933330844041393,Gluconate-MOPS
301,1057,count,9.933165529633662,0.8229827627997565,0.9981429797982352,Gluconate-MOPS
302,1057,area,29.725625986449437,0.7868085989461993,0.999182312581146,Gluconate-MOPS
303,1057,length,30.93247018741657,0.8008485567792286,0.99903838465428,Gluconate-MOPS
304,1063,colony,891.073206576423,0.8141716624246169,0.9814142192287968,Gluconate-MOPS
305,1063,count,1.7580225578631083,0.8588102135675335,0.9888000347469222,Gluconate-MOPS
306,1063,area,5.78554603770367,0.8104188820374856,0.9921562904507266,Gluconate-MOPS
307,1063,length,5.801275247041408,0.8296940889399841,0.9912994495530498,Gluconate-MOPS
308,1065,colony,483.92996997497016,0.7905736172221034,0.9980547912158738,Gluconate-MOPS
309,1065,count,1.0033495144987286,0.816094960599557,0.9993775845583664,Gluconate-MOPS
310,1065,area,3.0901796096694687,0.7863728914980758,0.9991600204817592,Gluconate-MOPS
311,1065,length,3.2242686023872307,0.7963182345695181,0.9998047890944832,Gluconate-MOPS
312,1067,colony,874.6887887359303,0.7671472507133291,0.9997742186435508,Gluconate-MOPS
313,1067,count,1.559818721391021,0.818514702952179,0.9991222153797064,Gluconate-MOPS
314,1067,area,5.075946858192199,0.7791819246777681,0.9989121511984106,Gluconate-MOPS
315,1067,length,5.082111448584678,0.7966581347165225,0.9996280850002824,Gluconate-MOPS
316,1069,colony,1155.7380843349956,0.8197900158367853,0.9870318594629484,Gluconate-MOPS
317,1069,count,2.8350238908753256,0.8227388270027577,0.9968365866961856,Gluconate-MOPS
318,1069,area,8.147205379219123,0.7937758875013388,0.9959496282945084,Gluconate-MOPS
319,1069,length,8.710784182292471,0.8032075287921231,0.9977644566660212,Gluconate-MOPS
320,1070,colony,1036.202771104222,0.7171394420208479,0.9917168893102508,Gluconate-MOPS
321,1070,count,2.0061003789463,0.7590419544742483,0.9971318606887152,Gluconate-MOPS
322,1070,area,6.387628939051657,0.7221231568239721,0.9970486514418332,Gluconate-MOPS
